127.0.0.1 - - [21/Aug/2023:16:32:14 -0300] "GET / HTTP/1.1" 404 763
0:0:0:0:0:0:0:1 - - [21/Aug/2023:16:50:26 -0300] "GET /prjModulo8/console/tree_folder.gif HTTP/1.1" 200 372
0:0:0:0:0:0:0:1 - - [21/Aug/2023:16:50:26 -0300] "GET /prjModulo8/console/tree_user.gif HTTP/1.1" 200 500
0:0:0:0:0:0:0:1 - - [21/Aug/2023:16:50:26 -0300] "GET /prjModulo8/console/tree_index.gif HTTP/1.1" 200 152
0:0:0:0:0:0:0:1 - - [21/Aug/2023:16:50:47 -0300] "POST /prjModulo8/console/query.do?jsessionid=042c5caf5cbf032f4bd5233033796e63 HTTP/1.1" 200 1165
0:0:0:0:0:0:0:1 - - [21/Aug/2023:16:50:47 -0300] "GET /prjModulo8/console/stylesheet.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [21/Aug/2023:16:50:47 -0300] "GET /prjModulo8/console/table.js HTTP/1.1" 200 8930
0:0:0:0:0:0:0:1 - - [21/Aug/2023:16:51:06 -0300] "GET /prjModulo8/ HTTP/1.1" 200 6393
0:0:0:0:0:0:0:1 - - [21/Aug/2023:16:55:02 -0300] "POST /prjModulo8/console/query.do?jsessionid=042c5caf5cbf032f4bd5233033796e63 HTTP/1.1" 200 1165
0:0:0:0:0:0:0:1 - - [21/Aug/2023:16:55:02 -0300] "GET /prjModulo8/console/stylesheet.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [21/Aug/2023:16:55:02 -0300] "GET /prjModulo8/console/table.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [21/Aug/2023:16:55:03 -0300] "POST /prjModulo8/console/query.do?jsessionid=042c5caf5cbf032f4bd5233033796e63 HTTP/1.1" 200 1165
0:0:0:0:0:0:0:1 - - [21/Aug/2023:16:55:03 -0300] "POST /prjModulo8/console/query.do?jsessionid=042c5caf5cbf032f4bd5233033796e63 HTTP/1.1" 200 1165
0:0:0:0:0:0:0:1 - - [21/Aug/2023:16:55:03 -0300] "POST /prjModulo8/console/query.do?jsessionid=042c5caf5cbf032f4bd5233033796e63 HTTP/1.1" 200 1165
0:0:0:0:0:0:0:1 - - [21/Aug/2023:16:55:03 -0300] "POST /prjModulo8/console/query.do?jsessionid=042c5caf5cbf032f4bd5233033796e63 HTTP/1.1" 200 1165
0:0:0:0:0:0:0:1 - - [21/Aug/2023:16:55:03 -0300] "POST /prjModulo8/console/query.do?jsessionid=042c5caf5cbf032f4bd5233033796e63 HTTP/1.1" 200 1165
0:0:0:0:0:0:0:1 - - [21/Aug/2023:16:55:04 -0300] "POST /prjModulo8/console/query.do?jsessionid=042c5caf5cbf032f4bd5233033796e63 HTTP/1.1" 200 1165
0:0:0:0:0:0:0:1 - - [21/Aug/2023:16:55:04 -0300] "POST /prjModulo8/console/query.do?jsessionid=042c5caf5cbf032f4bd5233033796e63 HTTP/1.1" 200 1165
0:0:0:0:0:0:0:1 - - [21/Aug/2023:16:55:04 -0300] "POST /prjModulo8/console/query.do?jsessionid=042c5caf5cbf032f4bd5233033796e63 HTTP/1.1" 200 1165
0:0:0:0:0:0:0:1 - - [21/Aug/2023:16:55:04 -0300] "POST /prjModulo8/console/query.do?jsessionid=042c5caf5cbf032f4bd5233033796e63 HTTP/1.1" 200 1165
0:0:0:0:0:0:0:1 - - [21/Aug/2023:16:55:04 -0300] "POST /prjModulo8/console/query.do?jsessionid=042c5caf5cbf032f4bd5233033796e63 HTTP/1.1" 200 1165
0:0:0:0:0:0:0:1 - - [21/Aug/2023:16:55:05 -0300] "POST /prjModulo8/console/query.do?jsessionid=042c5caf5cbf032f4bd5233033796e63 HTTP/1.1" 200 1165
0:0:0:0:0:0:0:1 - - [21/Aug/2023:16:55:05 -0300] "POST /prjModulo8/console/query.do?jsessionid=042c5caf5cbf032f4bd5233033796e63 HTTP/1.1" 200 1165
0:0:0:0:0:0:0:1 - - [21/Aug/2023:16:55:05 -0300] "POST /prjModulo8/console/query.do?jsessionid=042c5caf5cbf032f4bd5233033796e63 HTTP/1.1" 200 1165
0:0:0:0:0:0:0:1 - - [21/Aug/2023:16:55:05 -0300] "POST /prjModulo8/console/query.do?jsessionid=042c5caf5cbf032f4bd5233033796e63 HTTP/1.1" 200 1165
0:0:0:0:0:0:0:1 - - [21/Aug/2023:16:55:05 -0300] "POST /prjModulo8/console/query.do?jsessionid=042c5caf5cbf032f4bd5233033796e63 HTTP/1.1" 200 1165
0:0:0:0:0:0:0:1 - - [21/Aug/2023:16:55:05 -0300] "POST /prjModulo8/console/query.do?jsessionid=042c5caf5cbf032f4bd5233033796e63 HTTP/1.1" 200 1165
0:0:0:0:0:0:0:1 - - [21/Aug/2023:16:55:05 -0300] "POST /prjModulo8/console/query.do?jsessionid=042c5caf5cbf032f4bd5233033796e63 HTTP/1.1" 200 1165
0:0:0:0:0:0:0:1 - - [21/Aug/2023:16:55:06 -0300] "POST /prjModulo8/console/query.do?jsessionid=042c5caf5cbf032f4bd5233033796e63 HTTP/1.1" 200 1165
0:0:0:0:0:0:0:1 - - [21/Aug/2023:16:55:06 -0300] "POST /prjModulo8/console/query.do?jsessionid=042c5caf5cbf032f4bd5233033796e63 HTTP/1.1" 200 1165
0:0:0:0:0:0:0:1 - - [21/Aug/2023:16:55:06 -0300] "POST /prjModulo8/console/query.do?jsessionid=042c5caf5cbf032f4bd5233033796e63 HTTP/1.1" 200 1165
0:0:0:0:0:0:0:1 - - [21/Aug/2023:16:55:06 -0300] "POST /prjModulo8/console/query.do?jsessionid=042c5caf5cbf032f4bd5233033796e63 HTTP/1.1" 200 1165
0:0:0:0:0:0:0:1 - - [21/Aug/2023:16:55:06 -0300] "POST /prjModulo8/console/query.do?jsessionid=042c5caf5cbf032f4bd5233033796e63 HTTP/1.1" 200 1165
0:0:0:0:0:0:0:1 - - [21/Aug/2023:16:55:06 -0300] "POST /prjModulo8/console/query.do?jsessionid=042c5caf5cbf032f4bd5233033796e63 HTTP/1.1" 200 1165
0:0:0:0:0:0:0:1 - - [21/Aug/2023:16:55:07 -0300] "POST /prjModulo8/console/query.do?jsessionid=042c5caf5cbf032f4bd5233033796e63 HTTP/1.1" 200 1165
0:0:0:0:0:0:0:1 - - [21/Aug/2023:16:55:07 -0300] "POST /prjModulo8/console/query.do?jsessionid=042c5caf5cbf032f4bd5233033796e63 HTTP/1.1" 200 1165
0:0:0:0:0:0:0:1 - - [21/Aug/2023:16:55:07 -0300] "POST /prjModulo8/console/query.do?jsessionid=042c5caf5cbf032f4bd5233033796e63 HTTP/1.1" 200 1165
0:0:0:0:0:0:0:1 - - [21/Aug/2023:16:55:41 -0300] "POST /prjModulo8/console/query.do?jsessionid=042c5caf5cbf032f4bd5233033796e63 HTTP/1.1" 200 1165
0:0:0:0:0:0:0:1 - - [21/Aug/2023:16:55:41 -0300] "GET /prjModulo8/console/stylesheet.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [21/Aug/2023:16:55:41 -0300] "GET /prjModulo8/console/table.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [21/Aug/2023:16:55:41 -0300] "POST /prjModulo8/console/query.do?jsessionid=042c5caf5cbf032f4bd5233033796e63 HTTP/1.1" 200 1165
0:0:0:0:0:0:0:1 - - [21/Aug/2023:16:55:42 -0300] "POST /prjModulo8/console/query.do?jsessionid=042c5caf5cbf032f4bd5233033796e63 HTTP/1.1" 200 1165
0:0:0:0:0:0:0:1 - - [21/Aug/2023:16:55:42 -0300] "POST /prjModulo8/console/query.do?jsessionid=042c5caf5cbf032f4bd5233033796e63 HTTP/1.1" 200 1165
0:0:0:0:0:0:0:1 - - [21/Aug/2023:16:55:42 -0300] "POST /prjModulo8/console/query.do?jsessionid=042c5caf5cbf032f4bd5233033796e63 HTTP/1.1" 200 1165
0:0:0:0:0:0:0:1 - - [21/Aug/2023:16:55:42 -0300] "POST /prjModulo8/console/query.do?jsessionid=042c5caf5cbf032f4bd5233033796e63 HTTP/1.1" 200 1165
0:0:0:0:0:0:0:1 - - [21/Aug/2023:16:55:42 -0300] "POST /prjModulo8/console/query.do?jsessionid=042c5caf5cbf032f4bd5233033796e63 HTTP/1.1" 200 1165
0:0:0:0:0:0:0:1 - - [21/Aug/2023:16:55:42 -0300] "POST /prjModulo8/console/query.do?jsessionid=042c5caf5cbf032f4bd5233033796e63 HTTP/1.1" 200 1165
0:0:0:0:0:0:0:1 - - [21/Aug/2023:16:55:43 -0300] "POST /prjModulo8/console/query.do?jsessionid=042c5caf5cbf032f4bd5233033796e63 HTTP/1.1" 200 1165
0:0:0:0:0:0:0:1 - - [21/Aug/2023:16:55:43 -0300] "POST /prjModulo8/console/query.do?jsessionid=042c5caf5cbf032f4bd5233033796e63 HTTP/1.1" 200 1165
0:0:0:0:0:0:0:1 - - [21/Aug/2023:16:55:43 -0300] "POST /prjModulo8/console/query.do?jsessionid=042c5caf5cbf032f4bd5233033796e63 HTTP/1.1" 200 1165
0:0:0:0:0:0:0:1 - - [21/Aug/2023:16:55:44 -0300] "POST /prjModulo8/console/query.do?jsessionid=042c5caf5cbf032f4bd5233033796e63 HTTP/1.1" 200 1165
0:0:0:0:0:0:0:1 - - [21/Aug/2023:16:55:44 -0300] "POST /prjModulo8/console/query.do?jsessionid=042c5caf5cbf032f4bd5233033796e63 HTTP/1.1" 200 1165
0:0:0:0:0:0:0:1 - - [21/Aug/2023:16:55:44 -0300] "POST /prjModulo8/console/query.do?jsessionid=042c5caf5cbf032f4bd5233033796e63 HTTP/1.1" 200 1165
0:0:0:0:0:0:0:1 - - [21/Aug/2023:16:55:44 -0300] "POST /prjModulo8/console/query.do?jsessionid=042c5caf5cbf032f4bd5233033796e63 HTTP/1.1" 200 1165
0:0:0:0:0:0:0:1 - - [21/Aug/2023:16:55:45 -0300] "POST /prjModulo8/console/query.do?jsessionid=042c5caf5cbf032f4bd5233033796e63 HTTP/1.1" 200 1165
0:0:0:0:0:0:0:1 - - [21/Aug/2023:16:55:45 -0300] "POST /prjModulo8/console/query.do?jsessionid=042c5caf5cbf032f4bd5233033796e63 HTTP/1.1" 200 1165
0:0:0:0:0:0:0:1 - - [21/Aug/2023:16:55:45 -0300] "POST /prjModulo8/console/query.do?jsessionid=042c5caf5cbf032f4bd5233033796e63 HTTP/1.1" 200 1165
0:0:0:0:0:0:0:1 - - [21/Aug/2023:16:55:45 -0300] "POST /prjModulo8/console/query.do?jsessionid=042c5caf5cbf032f4bd5233033796e63 HTTP/1.1" 200 1165
0:0:0:0:0:0:0:1 - - [21/Aug/2023:16:55:45 -0300] "POST /prjModulo8/console/query.do?jsessionid=042c5caf5cbf032f4bd5233033796e63 HTTP/1.1" 200 1165
0:0:0:0:0:0:0:1 - - [21/Aug/2023:16:55:45 -0300] "POST /prjModulo8/console/query.do?jsessionid=042c5caf5cbf032f4bd5233033796e63 HTTP/1.1" 200 1165
0:0:0:0:0:0:0:1 - - [21/Aug/2023:16:55:46 -0300] "POST /prjModulo8/console/query.do?jsessionid=042c5caf5cbf032f4bd5233033796e63 HTTP/1.1" 200 1165
0:0:0:0:0:0:0:1 - - [21/Aug/2023:16:55:46 -0300] "POST /prjModulo8/console/query.do?jsessionid=042c5caf5cbf032f4bd5233033796e63 HTTP/1.1" 200 1165
0:0:0:0:0:0:0:1 - - [21/Aug/2023:16:55:46 -0300] "POST /prjModulo8/console/query.do?jsessionid=042c5caf5cbf032f4bd5233033796e63 HTTP/1.1" 200 1165
0:0:0:0:0:0:0:1 - - [21/Aug/2023:16:55:46 -0300] "POST /prjModulo8/console/query.do?jsessionid=042c5caf5cbf032f4bd5233033796e63 HTTP/1.1" 200 1165
0:0:0:0:0:0:0:1 - - [21/Aug/2023:16:55:46 -0300] "POST /prjModulo8/console/query.do?jsessionid=042c5caf5cbf032f4bd5233033796e63 HTTP/1.1" 200 1165
0:0:0:0:0:0:0:1 - - [21/Aug/2023:16:55:46 -0300] "POST /prjModulo8/console/query.do?jsessionid=042c5caf5cbf032f4bd5233033796e63 HTTP/1.1" 200 1165
0:0:0:0:0:0:0:1 - - [21/Aug/2023:16:55:47 -0300] "POST /prjModulo8/console/query.do?jsessionid=042c5caf5cbf032f4bd5233033796e63 HTTP/1.1" 200 1165
0:0:0:0:0:0:0:1 - - [21/Aug/2023:16:55:47 -0300] "POST /prjModulo8/console/query.do?jsessionid=042c5caf5cbf032f4bd5233033796e63 HTTP/1.1" 200 1165
0:0:0:0:0:0:0:1 - - [21/Aug/2023:16:55:47 -0300] "POST /prjModulo8/console/query.do?jsessionid=042c5caf5cbf032f4bd5233033796e63 HTTP/1.1" 200 1165
